configure: size variance = 0.800000,1.200000
configure: width variance = 0.800000,1.600000
configure: angle variance = 0.000000,360.000000
tree: Dream Palm 1_LOD2.bin; pos=4995.32, 5.18, -4258.35; angle = 0; size = 1.0
tree: Dream Palm 5_LOD2.bin; pos=3857.00, -8.17, 8819.24; angle = 0; size = 1.0
tree: Dream Palm 3_LOD2.bin; pos=288.23, 4.79, 10845.08; angle = 0; size = 1.0
tree: Dream Palm 5_LOD2.bin; pos=224.31, 3.92, 10875.43; angle = 0; size = 1.0
tree: Dream Palm 7_LOD2.bin; pos=-176.20, 9.62, 11052.61; angle = 0; size = 1.0
tree: Dream Palm 3_LOD2.bin; pos=5608.59, 11.79, -4543.33; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5597.23, 10.61, -4538.97; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5585.82, 11.47, -4534.33; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5574.12, 11.97, -4529.03; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5560.32, 10.79, -4523.85; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5553.21, 11.53, -4521.22; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5540.41, 11.69, -4516.66; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=5532.32, 11.68, -4513.33; angle = 0; size = 1
tree: Dream Palm 3_LOD2.bin; pos=-4598.230, 34.300, -6069.900; angle = 0; size = 0.480
tree: Dream Palm 3_LOD2.bin; pos=-4558.350, 34.340, -6099.180; angle = 0; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=-4538.850, 34.070, -6171.270; angle = 128; size = 0.680
tree: Dream Palm 3_LOD2.bin; pos=-4554.410, 34.370, -6140.230; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=-4513.630, 33.480, -6187.170; angle = 0; size = 0.760
tree: Dream Palm 1_LOD2.bin; pos=-4512.430, 32.290, -6220.430; angle = 0; size = 0.700
tree: Dream Palm 2_LOD2.bin; pos=-4544.410, 34.420, -6127.200; angle = 0; size = 0.660
tree: Dream Palm 1_LOD2.bin; pos=-4523.770, 33.750, -6167.830; angle = 0; size = 0.740
tree: Dream Palm 1_LOD2.bin; pos=-4528.950, 33.750, -6189.300; angle = 49; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=-4490.390, 30.450, -6253.490; angle = 136; size = 0.670
tree: Dream Palm 3_LOD2.bin; pos=-4480.910, 31.610, -6230.630; angle = 0; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=-4480.020, 31.480, -6233.460; angle = 0; size = 0.300
tree: Dream Palm 3_LOD2.bin; pos=-4399.890, 31.980, -6063.980; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=-4423.190, 32.560, -6056.380; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=-4407.970, 32.100, -6060.950; angle = 0; size = 0.830
tree: Dream Palm 2_LOD2.bin; pos=-4434.890, 32.970, -6052.880; angle = 0; size = 0.590
tree: Dream Palm 3_LOD2.bin; pos=-4148.970, 22.420, -6160.850; angle = 0; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=-4153.070, 22.720, -6159.080; angle = 0; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=-4134.510, 21.080, -6166.790; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=-4125.470, 20.430, -6170.470; angle = 0; size = 0.800
tree: Dream Palm 2_LOD2.bin; pos=-4093.290, 16.190, -6260.630; angle = 0; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=-4098.710, 16.200, -6272.150; angle = 0; size = 0.410
tree: Dream Palm 2_LOD2.bin; pos=-4103.990, 16.270, -6282.880; angle = 152; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=-4105.660, 16.240, -6286.210; angle = 0; size = 0.290
tree: Dream Palm 2_LOD2.bin; pos=-4119.430, 16.260, -6308.000; angle = 0; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=-4127.320, 16.040, -6330.730; angle = 268; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=-4091.330, 16.050, -6345.400; angle = 0; size = 0.420
tree: Dream Palm 3_LOD2.bin; pos=-4077.860, 16.260, -6339.710; angle = 0; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=-4062.230, 16.400, -6335.600; angle = 162; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-4054.390, 16.370, -6329.270; angle = 0; size = 0.480
tree: Dream Palm 3_LOD2.bin; pos=-4049.130, 16.470, -6317.430; angle = 0; size = 0.520
tree: Dream Palm 1_LOD2.bin; pos=-4032.120, 16.150, -6270.340; angle = 0; size = 0.470
tree: Dream Tree 2_LOD2.bin; pos=-4132.830, 16.510, -6424.930; angle = 0; size = 0.430
tree: Dream Tree 1_LOD2.bin; pos=-4127.960, 16.550, -6440.380; angle = 0; size = 0.590
tree: Dream Palm 2_LOD2.bin; pos=-4123.360, 16.610, -6431.730; angle = 80; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-4126.160, 16.570, -6424.760; angle = 1; size = 0.600
tree: Dream Palm 3_LOD2.bin; pos=-4130.280, 16.570, -6415.900; angle = 0; size = 0.910
tree: Dream Palm 1_LOD2.bin; pos=-4135.690, 16.570, -6406.220; angle = 0; size = 0.320
tree: Dream Palm 3_LOD2.bin; pos=-4132.240, 16.570, -6409.790; angle = 0; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=-4069.660, 16.890, -6442.200; angle = 0; size = 0.500
tree: Dream Palm 1_LOD2.bin; pos=-4056.740, 16.890, -6441.010; angle = 0; size = 0.840
tree: Dream Palm 1_LOD2.bin; pos=-4076.320, 16.360, -6484.410; angle = 0; size = 0.590
tree: Dream Palm 1_LOD2.bin; pos=-4074.790, 16.350, -6490.700; angle = 63; size = 0.560
tree: Dream Palm 3_LOD2.bin; pos=-4090.510, 16.340, -6506.840; angle = 0; size = 0.640
tree: Dream Palm 3_LOD2.bin; pos=-4159.900, 16.290, -6455.190; angle = 65; size = 0.890
tree: Dream Palm 1_LOD2.bin; pos=-4137.250, 16.250, -6472.360; angle = 0; size = 0.620
tree: Dream Palm 2_LOD2.bin; pos=-4161.800, 16.410, -6473.630; angle = 4; size = 0.670
tree: Dream Palm 3_LOD2.bin; pos=-4181.510, 16.450, -6471.740; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=-4179.230, 16.540, -6452.680; angle = 251; size = 0.560
tree: Dream Palm 2_LOD2.bin; pos=-4268.990, 18.210, -6440.760; angle = 110; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=-4249.600, 17.260, -6446.940; angle = 79; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=-4240.630, 17.180, -6449.980; angle = 41; size = 0.740
tree: Dream Palm 2_LOD2.bin; pos=-4235.030, 17.120, -6437.160; angle = 0; size = 0.800
tree: Dream Palm 1_LOD2.bin; pos=-4266.460, 17.930, -6426.630; angle = 72; size = 0.820
tree: Dream Palm 3_LOD2.bin; pos=-4293.240, 19.200, -6432.550; angle = 52; size = 0.580
tree: Dream Palm 3_LOD2.bin; pos=-4286.480, 18.850, -6434.870; angle = 84; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-4298.450, 19.690, -6415.920; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=-4322.260, 20.390, -6422.870; angle = 88; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=-4325.640, 20.700, -6406.730; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=-4333.150, 20.590, -6403.590; angle = 0; size = 0.540
tree: Dream Palm 1_LOD2.bin; pos=-4342.070, 20.700, -6399.580; angle = 91; size = 0.780
tree: Dream Palm 2_LOD2.bin; pos=-4467.470, 29.640, -6261.560; angle = 36; size = 0.530
tree: Dream Palm 2_LOD2.bin; pos=-4477.310, 29.720, -6272.380; angle = 0; size = 0.810
tree: Dream Palm 2_LOD2.bin; pos=-4473.920, 29.280, -6277.270; angle = 0; size = 0.540
tree: Dream Palm 2_LOD2.bin; pos=-4455.480, 28.750, -6279.040; angle = 0; size = 0.690
tree: Dream Palm 3_LOD2.bin; pos=-4455.790, 28.110, -6304.060; angle = 323; size = 0.750
tree: Dream Palm 2_LOD2.bin; pos=-4447.430, 28.060, -6290.860; angle = 115; size = 0.550
tree: Dream Palm 3_LOD2.bin; pos=-4450.860, 27.530, -6311.050; angle = 129; size = 0.580
tree: Dream Palm 2_LOD2.bin; pos=-4442.710, 28.010, -6297.770; angle = 0; size = 0.680
tree: Dream Palm 1_LOD2.bin; pos=-4439.470, 27.840, -6302.610; angle = 118; size = 0.640
tree: Dream Palm 2_LOD2.bin; pos=-4439.700, 26.460, -6327.230; angle = 1; size = 0.640
tree: Dream Palm 2_LOD2.bin; pos=-4411.490, 25.320, -6341.170; angle = 121; size = 0.700
tree: Dream Palm 3_LOD2.bin; pos=-4400.810, 24.580, -6352.390; angle = 0; size = 0.710
tree: Dream Palm 2_LOD2.bin; pos=-4382.540, 23.310, -6369.630; angle = 0; size = 0.420
tree: Dream Palm 3_LOD2.bin; pos=-4385.470, 22.950, -6386.220; angle = 81; size = 0.780
tree: Dream Palm 3_LOD2.bin; pos=-4427.870, 26.090, -6343.420; angle = 120; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=-4372.840, 21.830, -6397.010; angle = 214; size = 0.570
tree: Dream Palm 3_LOD2.bin; pos=-4358.220, 21.280, -6390.200; angle = 151; size = 0.690
tree: Dream Palm 2_LOD2.bin; pos=-4366.280, 22.110, -6383.870; angle = 0; size = 0.710
tree: Dream Palm 1_LOD2.bin; pos=-4362.640, 21.760, -6386.640; angle = 0; size = 0.530
tree: Dream Palm 3_LOD2.bin; pos=-4467.320, 30.280, -6252.000; angle = 0; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=-4494.420, 31.840, -6215.260; angle = 0; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=-4498.050, 32.390, -6212.540; angle = 0; size = 0.520
tree: Dream Palm 1_LOD2.bin; pos=-4504.910, 32.850, -6203.500; angle = 0; size = 0.640
tree: Dream Palm 1_LOD2.bin; pos=-4523.390, 33.600, -6199.660; angle = 0; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=-4139.850, 20.540, -6209.040; angle = 0; size = 0.700
tree: Dream Palm 3_LOD2.bin; pos=-4125.440, 19.330, -6215.210; angle = 0; size = 0.770
tree: Dream Palm 3_LOD2.bin; pos=-4179.410, 23.710, -6191.850; angle = 0; size = 0.740
tree: Dream Palm 2_LOD2.bin; pos=-4190.080, 24.560, -6187.700; angle = 165; size = 0.680
tree: Dream Palm 2_LOD2.bin; pos=-4199.310, 25.390, -6184.810; angle = 0; size = 0.730
tree: Dream Palm 1_LOD2.bin; pos=-4219.680, 26.990, -6176.300; angle = 0; size = 0.810
tree: Dream Palm 2_LOD2.bin; pos=-4231.050, 28.070, -6171.800; angle = 0; size = 0.660
tree: Dream Palm 1_LOD2.bin; pos=-4241.130, 28.660, -6167.460; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=-4410.390, 32.280, -6125.360; angle = 0; size = 0.390
tree: Dream Palm 3_LOD2.bin; pos=-4398.920, 32.250, -6130.040; angle = 0; size = 0.470
tree: Dream Palm 3_LOD2.bin; pos=-4420.430, 32.680, -6137.310; angle = 203; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-4428.800, 33.780, -6165.080; angle = 0; size = 0.530
tree: Dream Palm 3_LOD2.bin; pos=-4437.370, 33.820, -6175.190; angle = 0; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-4444.500, 33.590, -6184.060; angle = 0; size = 0.370
tree: Dream Palm 1_LOD2.bin; pos=-4453.510, 33.530, -6177.470; angle = 0; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=-4474.030, 32.570, -6200.970; angle = 101; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=-4465.690, 32.680, -6207.820; angle = 0; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=-4482.200, 32.120, -6211.040; angle = 0; size = 0.680
tree: Dream Palm 1_LOD2.bin; pos=-4441.660, 32.840, -6094.990; angle = 176; size = 0.560
tree: Dream Palm 3_LOD2.bin; pos=-4423.650, 32.380, -6100.450; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=-4478.590, 34.080, -6084.180; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=-4502.300, 34.490, -6078.170; angle = 0; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=-4570.880, 34.450, -6062.600; angle = 0; size = 0.530
tree: Dream Palm 1_LOD2.bin; pos=-4649.000, 34.000, -6028.000; angle = 62; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=-4608.180, 34.430, -6063.180; angle = 74; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-4633.980, 34.430, -6041.980; angle = 83; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-4618.370, 34.400, -6054.540; angle = 0; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=-4656.830, 34.430, -6015.470; angle = 53; size = 0.600
tree: Dream Palm 3_LOD2.bin; pos=-4664.750, 34.450, -6005.430; angle = 1; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=-4670.710, 34.410, -5995.390; angle = 0; size = 0.610
tree: Dream Palm 2_LOD2.bin; pos=-4691.100, 34.430, -5963.090; angle = 1; size = 0.490
tree: Dream Palm 2_LOD2.bin; pos=-4695.140, 34.430, -5956.750; angle = 0; size = 0.580
tree: Dream Palm 2_LOD2.bin; pos=-4707.840, 34.430, -5936.890; angle = 100; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=-4718.530, 34.430, -5920.770; angle = 1; size = 0.510
tree: Dream Palm 1_LOD2.bin; pos=-4725.840, 34.430, -5910.090; angle = 0; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=-4729.960, 34.430, -5905.130; angle = 79; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=-4725.080, 34.430, -5842.310; angle = 126; size = 0.490
tree: Dream Palm 1_LOD2.bin; pos=-4720.790, 34.430, -5846.010; angle = 196; size = 0.390
tree: Dream Palm 1_LOD2.bin; pos=-4714.920, 34.430, -5851.670; angle = 291; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=-4708.840, 34.520, -5858.170; angle = 0; size = 0.520
tree: Dream Palm 1_LOD2.bin; pos=-4698.770, 34.430, -5869.610; angle = 19; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=-4686.230, 34.430, -5885.350; angle = 76; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=-4771.340, 34.440, -5813.850; angle = 0; size = 0.940
tree: Dream Palm 3_LOD2.bin; pos=-4787.370, 34.530, -5805.420; angle = 23; size = 1.050
tree: Dream Palm 1_LOD2.bin; pos=-4801.980, 34.770, -5797.990; angle = 36; size = 1.010
tree: Dream Palm 2_LOD2.bin; pos=-4817.410, 35.080, -5791.680; angle = 0; size = 0.940
tree: Dream Palm 1_LOD2.bin; pos=-4830.930, 35.330, -5785.640; angle = 0; size = 0.930
tree: Dream Palm 2_LOD2.bin; pos=-4789.130, 34.440, -5842.910; angle = 60; size = 1.010
tree: Dream Palm 2_LOD2.bin; pos=-4801.410, 34.510, -5836.160; angle = 9; size = 0.940
tree: Dream Palm 2_LOD2.bin; pos=-4815.160, 34.750, -5828.730; angle = 15; size = 1.040
tree: Dream Palm 3_LOD2.bin; pos=-4837.430, 35.230, -5819.300; angle = 75; size = 0.920
tree: Dream Palm 3_LOD2.bin; pos=-4861.330, 35.490, -5810.770; angle = 62; size = 0.930
tree: Dream Palm 3_LOD2.bin; pos=-4783.430, 34.420, -5864.150; angle = 0; size = 0.730
tree: Dream Palm 1_LOD2.bin; pos=-4793.560, 34.420, -5880.760; angle = 23; size = 0.810
tree: Dream Palm 2_LOD2.bin; pos=-4800.190, 34.420, -5892.730; angle = 36; size = 0.770
tree: Dream Palm 2_LOD2.bin; pos=-4808.990, 34.420, -5907.180; angle = 0; size = 0.720
tree: Dream Palm 1_LOD2.bin; pos=-4806.540, 34.440, -5939.230; angle = 0; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=-4798.030, 34.440, -5925.860; angle = 23; size = 0.700
tree: Dream Palm 2_LOD2.bin; pos=-4789.390, 34.440, -5915.340; angle = 36; size = 0.670
tree: Dream Palm 2_LOD2.bin; pos=-4779.150, 34.440, -5908.830; angle = 0; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=-4767.620, 34.340, -5904.970; angle = 0; size = 0.660
tree: Dream Palm 2_LOD2.bin; pos=-4757.610, 34.340, -5902.230; angle = 0; size = 0.660
tree: Dream Palm 1_LOD2.bin; pos=-4448.790, 33.430, -6048.610; angle = 0; size = 0.460
tree: Dream Palm 2_LOD2.bin; pos=-4472.310, 34.250, -6042.050; angle = 9; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=-4456.570, 33.270, -6045.960; angle = 95; size = 0.720
tree: Dream Palm 1_LOD2.bin; pos=-4485.370, 34.410, -6038.180; angle = 0; size = 0.580
tree: Dream Palm 1_LOD2.bin; pos=-4498.470, 34.820, -6034.810; angle = 131; size = 0.600
tree: Dream Tree 2_LOD2.bin; pos=-4013.740, 18.630, -6151.970; angle = 0; size = 0.640
tree: Dream Tree 1_LOD2.bin; pos=-3996.140, 17.720, -6160.980; angle = 0; size = 0.560
tree: Dream Palm 2_LOD2.bin; pos=-1505.580, 39.550, -6634.380; angle = 0; size = 0.280
tree: Dream Palm 1_LOD2.bin; pos=-4641.760, 34.390, -6035.240; angle = 118; size = 0.480
tree: Dream Palm 2_LOD2.bin; pos=-4166.420, 24.340, -6154.750; angle = 0; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=-4182.290, 25.140, -6148.450; angle = 0; size = 0.550
tree: Dream Palm 2_LOD2.bin; pos=-4194.440, 25.960, -6143.270; angle = 0; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=-4198.450, 26.110, -6141.520; angle = 0; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=-4223.450, 28.490, -6131.860; angle = 0; size = 0.550
tree: Dream Palm 3_LOD2.bin; pos=-4231.640, 29.180, -6128.420; angle = 0; size = 0.550
tree: Dream Palm 2_LOD2.bin; pos=-4619.510, 35.280, -8610.930; angle = 23; size = 1.120
tree: Dream Palm 2_LOD2.bin; pos=-4607.520, 35.940, -8589.820; angle = 36; size = 0.830
tree: Dream Palm 1_LOD2.bin; pos=-4744.570, 37.900, -8837.140; angle = 0; size = 0.880
tree: Dream Palm 1_LOD2.bin; pos=-4712.090, 37.170, -8778.360; angle = 9; size = 0.980
tree: Dream Palm 2_LOD2.bin; pos=-4655.070, 36.200, -8682.100; angle = 15; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=-4652.400, 36.050, -8677.210; angle = 62; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=-4650.660, 36.060, -8674.550; angle = 83; size = 0.250
tree: Dream Palm 2_LOD2.bin; pos=-4688.140, 39.450, -9412.910; angle = 0; size = 0.920
tree: Dream Palm 2_LOD2.bin; pos=-4645.470, 39.220, -9469.060; angle = 0; size = 0.960
tree: Dream Palm 3_LOD2.bin; pos=-4714.900, 39.480, -9386.040; angle = 0; size = 0.920
tree: Dream Palm 2_LOD2.bin; pos=-4664.880, 39.190, -9452.980; angle = 0; size = 1.100
tree: Dream Palm 3_LOD2.bin; pos=-4630.790, 39.570, -9462.350; angle = 0; size = 0.810
tree: Dream Palm 1_LOD2.bin; pos=-4698.720, 39.210, -9472.340; angle = 30; size = 0.950
tree: Dream Palm 3_LOD2.bin; pos=-4717.620, 39.180, -9455.650; angle = 0; size = 0.860
tree: Dream Palm 3_LOD2.bin; pos=-4642.930, 35.290, -8653.280; angle = 5; size = 1.010
tree: Dream Palm 2_LOD2.bin; pos=-4823.910, 37.970, -8979.520; angle = 75; size = 1.020
tree: Dream Palm 3_LOD2.bin; pos=-5036.290, 40.300, -9076.650; angle = 0; size = 1.140
tree: Dream Palm 3_LOD2.bin; pos=-5165.210, 40.720, -9007.360; angle = 0; size = 1.360
tree: Dream Palm 2_LOD2.bin; pos=-4851.780, 37.370, -9030.050; angle = 96; size = 1.040
tree: Dream Palm 1_LOD2.bin; pos=-4880.550, 38.030, -9082.270; angle = 4; size = 1.320
tree: Dream Palm 3_LOD2.bin; pos=-4905.940, 39.240, -9140.090; angle = 25; size = 0.560
tree: Dream Palm 1_LOD2.bin; pos=-5106.760, 40.460, -9048.040; angle = 0; size = 0.810
tree: Dream Palm 1_LOD2.bin; pos=-4901.710, 39.270, -9155.790; angle = 0; size = 0.720
tree: Dream Palm 1_LOD2.bin; pos=-5085.680, 40.490, -9061.850; angle = 35; size = 0.890
tree: Dream Palm 3_LOD2.bin; pos=-4879.040, 39.270, -9185.300; angle = 0; size = 0.650
tree: Dream Palm 1_LOD2.bin; pos=-5038.780, 40.240, -9091.610; angle = 0; size = 0.740
tree: Dream Palm 3_LOD2.bin; pos=-4900.770, 39.240, -9172.530; angle = 16; size = 0.670
tree: Dream Palm 1_LOD2.bin; pos=-5017.700, 40.270, -9105.420; angle = 0; size = 1.220
tree: Dream Palm 1_LOD2.bin; pos=-4837.870, 39.150, -9198.160; angle = 7; size = 1.050
tree: Dream Palm 2_LOD2.bin; pos=-5161.530, 40.730, -8992.540; angle = 0; size = 0.840
tree: Dream Palm 2_LOD2.bin; pos=-5130.880, 40.700, -9014.840; angle = 0; size = 1.450
tree: Dream Palm 3_LOD2.bin; pos=-4995.790, 40.920, -9177.810; angle = 0; size = 1.020
tree: Dream Palm 2_LOD2.bin; pos=-5078.470, 40.920, -9111.950; angle = 36; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=-5190.130, 40.950, -9022.020; angle = 57; size = 1.020
tree: Dream Palm 3_LOD2.bin; pos=-5019.310, 40.910, -9197.190; angle = 0; size = 0.930
tree: Dream Palm 3_LOD2.bin; pos=-5038.770, 40.880, -9181.180; angle = 0; size = 0.870
tree: Dream Palm 1_LOD2.bin; pos=-5101.520, 40.910, -9131.250; angle = 0; size = 0.590
tree: Dream Palm 3_LOD2.bin; pos=-5120.990, 40.880, -9115.240; angle = 34; size = 0.420
tree: Dream Palm 1_LOD2.bin; pos=-5182.490, 40.910, -9065.530; angle = 0; size = 1.070
tree: Dream Palm 2_LOD2.bin; pos=-4798.000, 39.060, -9269.790; angle = 0; size = 1.270
tree: Dream Palm 3_LOD2.bin; pos=-4748.290, 39.090, -9359.220; angle = 0; size = 1.110
tree: Dream Palm 3_LOD2.bin; pos=-4812.990, 39.120, -9226.770; angle = 9; size = 1.010
tree: Dream Palm 2_LOD2.bin; pos=-4770.530, 39.120, -9290.520; angle = 0; size = 0.800
tree: Dream Palm 3_LOD2.bin; pos=-4752.090, 38.830, -9323.650; angle = 6; size = 1.200
tree: Dream Palm 3_LOD2.bin; pos=-4733.530, 38.800, -9356.710; angle = 6; size = 0.950
tree: Dream Palm 2_LOD2.bin; pos=-4833.850, 40.190, -9312.820; angle = 0; size = 1.090
tree: Dream Palm 1_LOD2.bin; pos=-4754.110, 39.710, -9383.600; angle = 50; size = 0.910
tree: Dream Palm 2_LOD2.bin; pos=-4776.710, 39.640, -9402.320; angle = 0; size = 1.450
tree: Dream Palm 2_LOD2.bin; pos=-4677.700, 35.550, -10021.150; angle = 16; size = 1.160
tree: Dream Palm 3_LOD2.bin; pos=-4701.930, 35.550, -9989.360; angle = 0; size = 0.590
tree: Dream Palm 1_LOD2.bin; pos=-4661.770, 35.550, -10004.730; angle = 76; size = 0.780
tree: Dream Palm 3_LOD2.bin; pos=-4705.790, 35.550, -10017.260; angle = 4; size = 0.990
tree: Dream Palm 2_LOD2.bin; pos=-4659.460, 35.550, -9995.740; angle = 42; size = 1.200
tree: Dream Palm 1_LOD2.bin; pos=-4668.760, 29.220, -9995.080; angle = 0; size = 1.010
tree: Dream Palm 1_LOD2.bin; pos=-4678.000, 29.220, -10012.150; angle = 0; size = 0.900
tree: Dream Palm 1_LOD2.bin; pos=-4695.520, 29.220, -9990.500; angle = 7; size = 0.780
tree: Dream Palm 2_LOD2.bin; pos=-3799.600, 32.230, -8475.550; angle = 0; size = 1.090
tree: Dream Palm 3_LOD2.bin; pos=-3807.880, 32.170, -8598.840; angle = 0; size = 1.060
tree: Dream Palm 1_LOD2.bin; pos=-3875.730, 33.670, -8645.300; angle = 39; size = 0.910
tree: Dream Palm 2_LOD2.bin; pos=-3969.380, 28.900, -8660.820; angle = 0; size = 0.680
tree: Dream Palm 1_LOD2.bin; pos=-3795.570, 35.700, -8224.960; angle = 0; size = 0.840
tree: Dream Palm 2_LOD2.bin; pos=-3897.240, 32.730, -8645.310; angle = 31; size = 1.230
tree: Dream Palm 2_LOD2.bin; pos=-3915.250, 30.310, -8612.940; angle = 25; size = 0.890
tree: Dream Palm 3_LOD2.bin; pos=-4036.990, 33.670, -8670.190; angle = 78; size = 0.880
tree: Dream Palm 1_LOD2.bin; pos=-3836.940, 35.700, -8560.170; angle = 0; size = 1.400
tree: Dream Palm 3_LOD2.bin; pos=-3715.730, 29.480, -8741.210; angle = 64; size = 0.830
tree: Dream Palm 1_LOD2.bin; pos=-3716.590, 29.440, -8764.730; angle = 0; size = 1.060
tree: Dream Palm 3_LOD2.bin; pos=-3740.010, 28.210, -8752.980; angle = 14; size = 0.980
tree: Dream Palm 1_LOD2.bin; pos=-3740.450, 28.960, -8763.920; angle = 0; size = 1.110
tree: Dream Palm 3_LOD2.bin; pos=-3705.240, 28.600, -8700.740; angle = 95; size = 0.780
tree: Dream Palm 2_LOD2.bin; pos=-3712.920, 28.560, -8722.060; angle = 36; size = 1.190
tree: Dream Palm 1_LOD2.bin; pos=-3728.530, 28.080, -8694.380; angle = 90; size = 1.370
tree: Dream Palm 3_LOD2.bin; pos=-3735.700, 28.080, -8714.850; angle = 0; size = 1.220
tree: Dream Palm 1_LOD2.bin; pos=-3683.760, 26.820, -8662.180; angle = 0; size = 0.990
tree: Dream Palm 1_LOD2.bin; pos=-3696.060, 26.780, -8682.250; angle = 0; size = 0.720
tree: Dream Palm 3_LOD2.bin; pos=-3704.410, 26.300, -8649.910; angle = 89; size = 1.090
tree: Dream Palm 3_LOD2.bin; pos=-3716.440, 26.300, -8669.840; angle = 0; size = 0.730
tree: Dream Palm 1_LOD2.bin; pos=-3660.220, 26.400, -8624.390; angle = 60; size = 0.910
tree: Dream Palm 1_LOD2.bin; pos=-3672.140, 26.360, -8643.780; angle = 46; size = 1.400
tree: Dream Palm 1_LOD2.bin; pos=-3680.430, 25.870, -8611.330; angle = 0; size = 0.900
tree: Dream Palm 3_LOD2.bin; pos=-3692.520, 25.870, -8631.370; angle = 88; size = 1.330
tree: Dream Palm 2_LOD2.bin; pos=-3636.270, 26.260, -8585.500; angle = 52; size = 1.180
tree: Dream Palm 3_LOD2.bin; pos=-3648.230, 26.220, -8604.920; angle = 0; size = 1.150
tree: Dream Palm 1_LOD2.bin; pos=-3668.630, 25.740, -8592.510; angle = 48; size = 0.790
tree: Dream Palm 2_LOD2.bin; pos=-3887.950, 30.420, -8733.380; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=-3921.060, 31.590, -8739.070; angle = 72; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=-3932.510, 32.510, -8722.790; angle = 0; size = 0.850
tree: Dream Palm 1_LOD2.bin; pos=-3903.830, 31.660, -8722.250; angle = 0; size = 1.010
